Gene	logFC_ISPY2	FDR_ISPY2	logFC_GSE	FDR_GSE	sig_ISPY2	sig_GSE	sig_ambas	categoria
MMP1	0.8999825098940376	0.07837218741796527	-0.7206083732518288	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
HNRNPH2	-0.2933727453447863	0.07880606390465303	0.05225774259273378	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
RDH10	0.7332534697525118	0.07883139667249185	-0.3047497087476952	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
SNX29	-0.2167106928562313	0.0789925143922486	6.57341614241338e-4	0.9999836289311952	FALSE	FALSE	FALSE	No significativo
UBE3B	-0.22121972971494333	0.0789925143922486	1.4445361054179569	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
MBNL3	0.23302947237876329	0.0789925143922486	-0.6000922310341823	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
DLX6	0.7496955007203949	0.0791490963926897	-1.880991987791476	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
CCDC40	-0.4197833160073677	0.0791490963926897	0.22574139451018155	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
UBR1	-0.3455428316098559	0.07926235465733288	0.9595825582697948	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TPBG	-0.27410771279021046	0.07941054844890169	0.3613705938500502	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
NAB1	0.29765194871514233	0.07941054844890169	-0.3991946953040263	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
RNF217	0.4040717477339454	0.0794639573634495	0.4674913997561372	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
FKBP3	-0.33623931717459093	0.0795337446960926	0.20817848522304128	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
CDCA2	0.4877933285914897	0.07956080437212869	-0.8978858512309591	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
FRMD3	0.4557457460195869	0.07956080437212869	-0.5435705388996313	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
C2orf81	-0.31019388666994924	0.07964004151880391	0.5887205892022463	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TPO	-0.31732029326475897	0.07979705024218628	-0.46131433774468833	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ZNF174	-0.24513273513158637	0.08008527794603235	-0.0751450283285309	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
GMPS	0.4062570990862822	0.08020186415949937	-0.4132285474024904	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
EZH2	0.42113435830096096	0.08028659898967368	-0.8394444043906404	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
SLC16A1	0.5020667505608132	0.08028659898967368	-0.4985410765689544	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
SF3A3	0.2934046615965415	0.08028659898967368	-0.8276920248559572	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
NAE1	0.3327741423647195	0.08028659898967368	-0.3540378555297458	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
GNA11	-0.24006793602159368	0.08028659898967368	0.31355695280350987	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
BTD	-0.3517476062811183	0.08028659898967368	0.5634273480920468	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
POLD4	-0.25262061607484804	0.08028659898967368	-0.5378332947820089	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ITGB5	-0.4376792872645035	0.08028659898967368	0.49717207545599007	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TOR1B	-0.18116222574820823	0.08028659898967368	-0.36006066434559314	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ATP1A2	-0.5434707008808883	0.08045056418035573	-1.7198393097645688	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TCEAL7	-0.3996760956393279	0.08050660243918085	0.7487421024893287	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TAS2R4	-0.3842788568510514	0.08051115048892211	-0.8982697764747736	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
COL1A2	-0.5893330050518866	0.08068071509206445	1.7915316925604698	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
LAP3	0.3585637686710065	0.08068071509206445	0.0459050713076626	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
BAZ2B	-0.3254153854571319	0.08071581233050575	-0.32458258242060295	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ITGBL1	-0.37531529609162706	0.08071581233050575	0.540197197609036	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
SMC4	0.3987521292699384	0.0807583139003304	-0.5198788062611217	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
GEN1	0.3041913698455247	0.08101358579854322	-0.43122815339907405	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
SVOPL	0.2847936751107946	0.08112201424202332	-2.8119908010826986	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
HJURP	0.5724900877240972	0.08130128485040068	-0.840071020397525	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
DECR1	-0.34398245518046333	0.08140197336231311	0.2594897879456053	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
CLEC6A	0.34630612244897896	0.08140197336231311	3.544242649187888	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ZFP62	-0.22764419762543087	0.0814843461803521	-0.40404928026101183	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
STARD13	-0.2922661997774978	0.081495036846477	0.6081647166192287	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
NDFIP1	-0.24074186135580225	0.081557415170081	0.6716367272346466	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
SLC38A1	-0.4826753296492859	0.081557415170081	0.930192052537376	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
N4BP2	-0.31080545676715765	0.081557415170081	0.4458992024960785	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TMCO3	-0.21405491419087683	0.081557415170081	-0.2325897018373929	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
FGF2	0.565924221699403	0.081557415170081	-1.0331818256681848	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ZNF688	-0.24406986923455695	0.08201155164421216	-0.576296073889853	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
RABEP1	-0.4277328153781628	0.0820333910196504	0.9569789481217446	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
FBL	0.3827048567416247	0.08208377821081218	-0.2050240712046747	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
LRIG1	-0.34591502981889816	0.08250816470262554	1.135934588381222	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TMEM192	-0.2902647407488468	0.08250816470262554	-0.20014653155156756	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
FAM136A	0.3058507231310756	0.08250816470262554	-0.2056592367179597	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
SNURF	-0.4733566960296181	0.08250816470262554	-1.2506124202521491	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
AGFG1	0.22943978771133064	0.08250816470262554	-0.8448484314628251	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
COA7	0.2907823858766025	0.08250816470262554	-0.3762990886407725	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
MCM6	0.38430453575532025	0.08250816470262554	-1.159967920133256	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ATAD3A	0.33201081504987995	0.0826295902505455	-0.10749074758470668	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
PIM2	0.463828126424832	0.08311685650221613	1.101248503827797	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
DIAPH1	0.27165585161678535	0.0831340684652077	0.7996771672474021	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
LRRC8D	0.31834821542558034	0.0831340684652077	-0.45783526347160713	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
DDA1	0.3330073498568325	0.0831340684652077	-1.3006646456869	0.5553926414412017	FALSE	FALSE	FALSE	No significativo
CDR2	-0.22379372982436951	0.08318885736399852	0.2508999339836114	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TCEAL5	-0.4191962758293667	0.08330657092606641	0.8345527713036355	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
EN1	1.1596610494063568	0.08360162010015887	1.6143736159999875	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
COL10A1	-0.6862016377596616	0.08362742338046829	1.086113278420071	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
CBS	0.8527253925698963	0.08378152155383137	2.1544161556718757	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
C5AR2	-0.3704116466962122	0.08378152155383137	1.6649737651442549	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
GTF2IRD2B	-0.2407690540022982	0.08378152155383137	-0.2836325353981359	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
BARX2	0.37987707683609606	0.08379059608195334	-1.1195386943444148	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
SMIM22	-0.9102873009793724	0.08380117331147759	-2.063553898776149	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TIGIT	0.35071227954988937	0.08390195552697809	0.7199368294588718	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ETNK2	-0.5284203096788309	0.08410317870083217	1.81922260167868	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ERG	-0.38366756032171584	0.0841886107043699	1.598325063837659	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
PHYKPL	-0.24028613375645183	0.0841886107043699	0.2829797286620308	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
PCID2	0.338388594043515	0.08435000323400793	-1.1510946440660157	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
MAST4	-0.30160447557038894	0.08435000323400793	0.11306752409341704	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
USP28	0.2662947420254963	0.08435000323400793	-0.01097831257722693	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
GNAQ	-0.25889312615126486	0.08435000323400793	-0.16057256171024897	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
MSRB3	-0.5141738979774214	0.08461247799823098	0.91973352015177	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
BDKRB1	-0.4654717404388029	0.08461247799823098	-0.00784251263559739	0.999533153100912	FALSE	FALSE	FALSE	No significativo
KIF23	0.3033103171563531	0.08463599797699566	-0.2307956177765219	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
HLA-C	0.3685601210993776	0.08498098532343612	-0.06923986022205292	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ST7-AS1	0.3138336707337086	0.08498098532343612	-0.4740600069201649	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TAPT1	-0.2467224562747348	0.08498098532343612	0.6937712972446318	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
CALCRL	-0.3080652550564456	0.08500399403542022	0.8025028668287991	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
IGKV1D-8	1.0956204336962656	0.08500399403542022	2.4577519849731044	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
PDLIM5	-0.26780711641224836	0.08514500318997567	0.13065491345191815	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
CDYL2	-0.5141603654866772	0.08516346156104987	0.9998833864206462	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ANKRD36BP2	0.3278527657711871	0.08516346156104987	1.4913315889387166	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ATF7	-0.2572171399390859	0.08516346156104987	0.46768357932790494	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
RFC3	0.30501169046707094	0.08516346156104987	-0.027964054139745	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
NAIP	-0.46345091280480055	0.08516346156104987	0.6336965224821433	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ALYREF	0.4816986376319962	0.08521018344036331	-0.0863487019239654	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
MDP1	-0.34636548667724415	0.08539181035199203	-0.515022195314783	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
PPDPF	-0.3509886742900917	0.08539181035199203	-0.8255973144663625	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ACOX2	-0.48574943006693233	0.08544867714352586	2.235662063769624	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
RAPGEF6	-0.22733273148401476	0.08574816867606545	0.3999349645864844	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
COQ3	0.33559863945578133	0.08596679580074998	-0.2395247194858536	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
LRRC75B	-0.2978408929255345	0.08596679580074998	0.44134704650101125	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
AKAP7	0.3051788221991204	0.08621517117388515	-0.04883528314337787	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TCP11L2	-0.27521777826412014	0.08642220436307528	0.01280227834128797	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
OR51E1	-0.21601030438985208	0.0865166570917086	0.8563006970025264	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
RHOJ	-0.4096281118345465	0.08671738880208195	1.0307812607615987	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ZNF391	0.4663437653881922	0.08676366633633736	-0.6888531493530143	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
MKI67	0.4135714103335693	0.0870119291652494	-0.4704820963958169	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
PGM1	0.3176301909503749	0.0870119291652494	-0.18452416858280363	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
YBX1	0.3497816198865602	0.08719172301119732	-0.18362021320778177	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
MIS18A	0.3359057467491016	0.08719172301119732	-0.3055908944269005	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TOM1L1	-0.4185855629114918	0.08721731472004776	-4.34025796405643e-4	0.9999836289311952	FALSE	FALSE	FALSE	No significativo
GYS1	0.2767818934544325	0.08740667095574589	0.6715029023504969	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
COPS8	-0.20044945377614837	0.08749214627387397	-0.5066631730485774	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
PCSK9	0.5733803870073495	0.08757870423047638	-1.398479614925782	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TF	0.8177538436286029	0.08759175685682125	1.0966652727957285	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
DNMBP	-0.45491099925224726	0.08813125598754387	0.8350587848157062	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ADAM8	0.3815687111305646	0.08813125598754387	-0.7722453853893759	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TGDS	0.2748720796629638	0.08813125598754387	-0.6834794527604708	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
PAAF1	-0.3807118965548686	0.08813125598754387	0.20105392084004728	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
CLDN23	0.6268023380934137	0.08813125598754387	0.8782304128819024	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
NOL4	0.7034762451897639	0.08823287376681296	-5.83490560092105	0.3967695400207345	FALSE	FALSE	FALSE	No significativo
HELB	0.28014918567963304	0.08837082101540344	0.50219373130612	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
LOXL1	-0.4776320512119055	0.08837082101540344	1.5363998588948458	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
SERF2	-0.22574547245171547	0.08856061049422226	0.02842087924025236	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
DYNC2H1	-0.3116942058324672	0.08863935483169337	0.7943474722548652	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
LIN9	0.24964096952453865	0.08877225311623028	-0.5854519535733393	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
C9orf24	0.29988406193576556	0.08878736798366607	-1.727057034959969	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
IRF1	0.34461142419434226	0.08878736798366607	0.31924872423176787	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
LPAR4	-0.314737447794131	0.08888373773716417	0.01750235189361508	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TNFSF13B	0.3796618518721157	0.08898392352927055	-1.4066226773272776	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ZNF629	-0.2105303751527424	0.089000819509236	-0.1857586371532818	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
MSH6	0.3226859805584423	0.089000819509236	-0.2993776795577851	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
AMIGO2	-0.6157636555962865	0.089000819509236	1.3989035437821773	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
CLDND1	0.24458233481059943	0.089000819509236	0.08829290654051271	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
FABP7	0.9941624446025046	0.08900630676379986	3.467600807971818	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
HIC2	0.20395940252776704	0.0891933574081376	0.7892480766733435	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
EFCAB6	-0.2752299246776461	0.08934246499612389	-1.2620216023284192	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
PTTG2	0.3480178366252656	0.0893970231170271	0.7789014244049154	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
RNF103	-0.3064616549032479	0.0893970231170271	0.9931295937909488	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ZNF609	-0.2725375973445678	0.0893970231170271	0.22388715004621904	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
KIN	0.2707549379000925	0.0893970231170271	-0.5630750484538007	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
LSM2	0.2976748554649735	0.0893970231170271	-0.8268563966791103	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TMEM200B	-0.44911531797705656	0.0893970231170271	-0.03305283148052368	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
DMXL1	-0.28117707136473924	0.08951453547165851	0.7578645534412122	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ALG8	-0.47424125038755505	0.0896341630778313	0.33657956032673453	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TUBB2B	1.152369790811765	0.0897132105730212	-0.16700269208207444	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
SNRPC	0.241251062355236	0.0897324220200872	-0.4706279130749663	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
MAP2	0.6662750633765565	0.08975477333709585	0.25352910606555124	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
SCCPDH	-0.48351833816636625	0.08979535178200128	-0.03519765127370614	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
DLGAP5	0.32457693640458796	0.08981014441919624	-0.3909259943870996	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
AFP	-0.4959936167496491	0.08984852323778364	-1.2343843166507902	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
HEMK1	-0.2928481333552186	0.08998171785791317	-0.0111953594556488	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
JAK3	0.4510816144152021	0.08999403115130516	0.6513867366245043	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
SSH3	-0.3130138607721907	0.09000878747301545	-1.0492272829022962	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
PATL2	0.512965019788075	0.09009169704999956	0.3607925700125378	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
PDCD6IP	-0.30716837190640367	0.09036257549089982	0.6293482968041926	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
CNKSR3	0.5231711440608412	0.09036257549089982	0.273569877080237	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TRIM38	0.35774277324870923	0.09036257549089982	-0.24251619259237608	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
SND1-IT1	0.2310987032882857	0.09036257549089982	0.3847189212548263	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
BDKRB2	-0.4559463624591928	0.09042339403251402	0.4682063870909718	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
U2AF1	0.3008854480129842	0.09045916056183012	0.4723829059947883	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TRAK1	-0.22703884663785096	0.09076256463922988	0.6516230639733211	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ZNF516	-0.38415761157009715	0.09079007941997516	-0.8591004534352504	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
PDGFRB	-0.45305157666283696	0.09087508813070304	1.6332393902918838	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
PIEZO2	-0.2537392351042293	0.09093435813932137	0.2784726418538347	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
GPI	0.31374678557750113	0.09112683111163174	0.5696359153810372	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
SLC22A18	-0.31092699385384165	0.09128475143439416	0.3039044925756231	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
CDCA5	0.4954155313599968	0.09147705614225768	-1.0253120276708756	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
VPS39	-0.2131923546898656	0.09147705614225768	0.6171341611508807	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
PPP1R14B	0.3254117378855016	0.0916294295927073	-1.7752369392951666	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
PDSS1	0.3042808630154472	0.0916294295927073	-0.7899316437098132	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
NUDT4	-0.266670606044026	0.0916294295927073	0.9796574214272484	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
LPCAT2	0.29896996224763295	0.09207795174504092	1.8877585482934949	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
GLUD1	-0.2812872280279406	0.09217181697641136	-0.10346543810154722	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TYW3	-0.2427231493133442	0.0922029429058494	-0.42818969352665825	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
MET	0.4818912111761589	0.0922029429058494	-0.6769730701068355	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
BCDIN3D	-0.26980272108843545	0.0922029429058494	-0.09510981698146372	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ZC3H12C	0.3869149933431813	0.09224293152782272	-0.1952277348739792	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
USP2	0.43650520690849953	0.09261236087300352	1.6085859582710755	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ICA1	-0.33320493881198604	0.09267908290994926	-0.3196212818731297	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
PRKAR1A	-0.3610031551494592	0.09267908290994926	0.8006837189375996	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
CD24	0.7315792161368566	0.09267908290994926	-0.8044113482973758	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
GNPDA2	-0.3221842753187063	0.09267908290994926	-0.8286734243594257	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
LRRN4CL	-0.4892370921558974	0.09267908290994926	-0.22395229825651716	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
SOCS3	0.4008556108770582	0.09267908290994926	0.18055725678297144	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
LDLRAD4	-0.4108755266181545	0.09271416268145086	1.2958345629565349	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
PLEKHA2	0.3237602086410965	0.09271416268145086	-0.16895821603455596	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
CRYAB	0.9797187175138136	0.09271416268145086	-0.16164403269771557	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ITGB8	0.4145802009811963	0.09271416268145086	-0.4505560435307938	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
AXIN2	-0.2315095110430233	0.09283420696064028	-0.4092037269390406	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ACTR3B	0.36994311612044256	0.09283420696064028	-2.395842465038759	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
OTULIN	0.33381813207856803	0.09289509335662768	-0.46139396996290855	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
STYK1	0.519190020244022	0.09292124487456	-2.176344126487701	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
NHSL1	0.5104999361674963	0.09311025849023633	0.6369197185482302	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
DACT3	-0.35399728255913643	0.09311025849023633	2.0212025970082967	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
IL21R	0.4180090642154976	0.09311025849023633	0.9460834988331998	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
BTNL9	-0.34329481497692915	0.09316182970164678	0.8181019206566174	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
GLT8D2	-0.4659529280881255	0.09331936732433774	0.3906039452761304	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ZC3H11A	-0.19883916032901103	0.09396954761190655	1.2755624247424682	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
SUMO3	0.3725455672885769	0.0942614930874794	0.33775375086398723	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TMEM25	-0.4212272437124987	0.09429597701399518	-0.14549568733710683	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TEX264	-0.20514207291495604	0.09437110546392534	0.07419117909179784	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
LSM6	0.34271598183509316	0.09448699230465211	-1.100308727905242	0.91983606334172	FALSE	FALSE	FALSE	No significativo
SNX9	-0.302354033302329	0.09451766700977544	0.7594096328902146	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
PRDX3	-0.3047115135598473	0.09460747949381589	-0.35179499355751676	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
DNAL4	-0.2605183928799403	0.09460747949381589	0.12163258807828908	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
STAC2	0.7185545038390682	0.09460747949381589	-0.39794907275778785	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
PCDH7	-0.5826172967846657	0.09460747949381589	-0.26329840341776867	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
PIK3AP1	0.35455464974193385	0.09460747949381589	-0.03829774099651228	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
CHAF1B	0.3214773576991115	0.09461267591003816	0.02404047869920047	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
PANK3	-0.32849054367055175	0.09462791750709126	0.6009648769597756	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
EMC3	-0.2133410297094711	0.09478767707392902	0.37426489464655927	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
CXCR5	0.3093053199832205	0.09478767707392902	-0.5514405591890092	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
OGFRL1	0.4586076307198478	0.09500868982140076	-0.30609098553551667	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
CACNA1A	0.3949008225274021	0.09500868982140076	-0.992129295423609	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
LRP11	-0.3905449654392587	0.09506087379603624	-0.98401062571219	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
TNFRSF21	0.5104597581659999	0.09522964662311464	0.8090475240516883	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
MT1H	0.5485375973445671	0.09527004222734124	-0.19247249138843	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
SOX9	0.6727212525760972	0.09527004222734124	-1.1088174777701316	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ATP6V0A4	0.7382311283762822	0.09544415514958993	-2.6589783064403303	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
ANXA3	0.8353009064215489	0.09576233131011634	-1.248971029464098	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
NUAK1	-0.3893631522314024	0.0958809511502558	1.7706298105121168	0.9994332785153688	FALSE	FALSE	FALSE	No significativo
